Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,22.440001,22.870001,22.209999,22.309999,21.785587,56892747
2018-11-02,23.230000,23.790001,22.590000,23.610001,23.055031,92702716
2018-11-05,23.230000,23.440001,22.840000,23.219999,22.674198,51523260
2018-11-06,23.200001,23.200001,22.500000,22.900000,22.361719,38571947
2018-11-07,23.000000,23.450001,22.799999,22.910000,22.371485,38955631
2018-11-08,23.100000,23.250000,22.830000,22.879999,22.342190,26554671
2018-11-09,22.879999,23.070000,22.549999,22.870001,22.332426,28285273
2018-11-12,22.730000,23.280001,22.709999,23.200001,22.654669,28618360
2018-11-13,22.900000,24.049999,22.850000,23.870001,23.308920,60933984
2018-11-14,23.930000,23.990000,23.459999,23.540001,22.986677,36777144
2018-11-15,23.410000,23.750000,23.360001,23.549999,22.996441,28929292
2018-11-16,23.540001,23.910000,23.500000,23.750000,23.191740,41756547
2018-11-19,23.500000,24.139999,23.500000,23.900000,23.338213,36194695
2018-11-20,23.730000,24.000000,23.440001,23.520000,22.967146,27776104
2018-11-21,23.400000,24.110001,23.280001,24.000000,23.435863,44062540
2018-11-22,24.010000,24.180000,23.799999,23.940001,23.377274,15560036
2018-11-23,23.760000,24.030001,23.400000,23.450001,22.898792,19044897
2018-11-26,23.600000,23.719999,23.209999,23.350000,22.801142,18757703
2018-11-27,23.370001,23.620001,23.190001,23.230000,22.683962,15960192
2018-11-28,23.340000,23.680000,23.180000,23.480000,22.928085,22488122
2018-11-29,23.750000,23.850000,23.450001,23.450001,22.898792,21672657
2018-11-30,23.510000,23.879999,23.410000,23.830000,23.269859,25733507
2018-12-03,24.600000,24.700001,24.090000,24.240000,23.670221,56497920
2018-12-04,24.350000,24.389999,23.879999,24.200001,23.631163,34747543
2018-12-05,23.870001,24.230000,23.690001,23.799999,23.240564,36268808
2018-12-06,23.510000,23.790001,22.850000,23.000000,22.459370,63475173
2018-12-07,23.150000,23.240000,22.879999,23.020000,22.478899,19933514
2018-12-10,22.719999,23.090000,22.270000,22.580000,22.049242,30901520
2018-12-11,22.559999,22.850000,22.510000,22.850000,22.312895,24370603
2018-12-12,22.980000,23.120001,22.760000,23.000000,22.459370,19570008
2018-12-13,23.020000,23.639999,23.000000,23.389999,22.840200,35989109
2018-12-14,23.309999,23.540001,23.209999,23.290001,22.742554,25864884
2018-12-17,23.209999,23.400000,22.730000,22.950001,22.410545,29244955
2018-12-18,22.650000,23.000000,22.520000,22.580000,22.049242,32438547
2018-12-19,22.670000,22.670000,22.000000,22.100000,21.580524,34224125
2018-12-20,22.070000,22.480000,21.900000,22.330000,21.805119,29806510
2018-12-21,22.270000,22.430000,21.959999,22.120001,21.600056,26551465
2018-12-24,22.090000,22.410000,21.900000,22.180000,21.658644,17104834
2018-12-25,21.950001,22.480000,21.700001,22.430000,21.902767,31300751
2018-12-26,22.299999,22.600000,22.299999,22.420000,21.893003,19709630
2018-12-27,22.680000,22.750000,22.200001,22.200001,21.678175,25703915
2018-12-28,22.280001,23.049999,22.250000,22.879999,22.342190,46801306
2019-01-02,23.000000,23.230000,22.290001,22.480000,21.951591,29340297
2019-01-03,22.510000,23.000000,22.100000,22.299999,21.775822,31035564
2019-01-04,22.110001,22.670000,22.030001,22.520000,21.990652,27303954
2019-01-07,22.110001,22.850000,22.440001,22.770000,22.234776,31242117
2019-01-08,22.770000,22.889999,22.440001,22.600000,22.068771,27642219
2019-01-09,22.900000,23.299999,22.620001,22.799999,22.264071,58432965
2019-01-10,22.709999,23.240000,22.650000,23.100000,22.557018,34746330
2019-01-11,23.200001,23.549999,23.080000,23.510000,22.957382,31641154
2019-01-14,23.389999,23.440001,23.010000,23.190001,22.644903,18620856
2019-01-15,23.379999,24.170000,23.240000,24.100000,23.533514,54218809
2019-01-16,24.010000,24.510000,23.900000,24.000000,23.435863,33038417
2019-01-17,24.250000,24.410000,23.830000,24.070000,23.504217,28371763
2019-01-18,24.200001,24.580000,24.049999,24.450001,23.875286,37056170
2019-01-21,24.260000,24.900000,24.219999,24.780001,24.197529,41874504
2019-01-22,24.650000,24.719999,24.299999,24.430000,23.855757,20221454
2019-01-23,24.309999,24.570000,24.080000,24.299999,23.728811,22569573
2019-01-24,24.430000,24.450001,24.110001,24.340000,23.767872,15727869
2019-01-25,24.510000,24.780001,24.250000,24.430000,23.855757,26780676
2019-01-28,24.600000,24.820000,24.120001,24.209999,23.640926,30646819
2019-01-29,24.200001,24.440001,24.049999,24.299999,23.728811,23114048
2019-01-30,24.330000,24.350000,24.020000,24.100000,23.533514,19842731
2019-01-31,24.160000,24.280001,23.590000,24.180000,23.611633,35363986
2019-02-01,24.400000,24.629999,24.049999,24.540001,23.963171,31132250
2019-02-11,24.299999,25.290001,24.299999,25.260000,24.666246,44587521
2019-02-12,25.350000,25.350000,24.879999,25.180000,24.588127,36398104
2019-02-13,25.180000,25.719999,25.129999,25.500000,24.900604,47384573
2019-02-14,25.549999,26.049999,25.410000,25.980000,25.369322,41548287
2019-02-15,25.809999,25.830000,25.340000,25.420000,24.822485,29340305
2019-02-18,25.799999,26.049999,25.559999,25.820000,25.213083,38912080
2019-02-19,25.870001,25.969999,25.129999,25.430000,24.832251,53102597
2019-02-20,25.850000,26.120001,25.280001,25.549999,24.949429,43572485
2019-02-21,25.600000,25.879999,25.400000,25.500000,24.900604,40990572
2019-02-22,25.510000,25.680000,25.129999,25.500000,24.900604,41325160
2019-02-25,25.600000,26.600000,25.230000,26.510000,25.886864,94747938
2019-02-26,26.410000,27.260000,26.240000,26.270000,25.652506,78325350
2019-02-27,26.490000,26.990000,26.350000,26.629999,26.004044,62221642
2019-02-28,27.450001,27.750000,26.950001,27.040001,26.404408,88478957
2019-03-01,27.430000,27.910000,27.230000,27.809999,27.156307,64580332
2019-03-04,28.190001,28.420000,27.700001,27.969999,27.312546,83043049
2019-03-05,27.969999,28.070000,27.430000,27.740000,27.087952,53114425
2019-03-06,27.799999,27.920000,27.000000,27.320000,26.677824,69758440
2019-03-07,27.150000,27.180000,26.410000,26.530001,25.906395,81033291
2019-03-08,26.100000,26.830000,26.100000,26.350000,25.730625,60364383
2019-03-11,26.230000,26.959999,26.230000,26.809999,26.179811,60916362
2019-03-12,26.850000,27.370001,26.510000,26.889999,26.257931,72992960
2019-03-13,26.600000,26.770000,26.270000,26.370001,25.750156,58929431
2019-03-14,26.129999,26.719999,26.129999,26.320000,25.701330,45993700
2019-03-15,26.450001,26.990000,26.330000,26.590000,25.964983,66130963
2019-03-18,26.790001,28.750000,26.700001,28.559999,27.888678,150153621
2019-03-19,28.680000,28.680000,27.900000,28.049999,27.390665,60065769
2019-03-20,28.049999,28.250000,27.600000,27.959999,27.302780,43718030
2019-03-21,27.959999,28.150000,27.530001,27.629999,26.980537,47431755
2019-03-22,27.709999,28.139999,27.559999,27.920000,27.263721,43075433
2019-03-25,27.450001,27.910000,27.150000,27.170000,26.531351,45692592
2019-03-26,27.379999,27.950001,27.250000,27.350000,26.707119,47743060
2019-03-27,27.500000,28.299999,27.299999,28.200001,27.537140,67352705
2019-03-28,28.200001,28.490000,27.820000,28.299999,27.634789,51474983
2019-03-29,28.299999,29.430000,28.299999,29.110001,28.425751,85416870
2019-04-01,29.480000,30.350000,29.379999,29.770000,29.070236,81599885
2019-04-02,29.700001,29.760000,29.080000,29.309999,28.621048,66163873
