Date,Open,High,Low,Close,Adj Close,Volume
2018-03-12,3319.208984,3333.561035,3313.554932,3326.698975,3326.698975,206500
2018-03-13,3324.122070,3333.875000,3307.375977,3310.239014,3310.239014,177100
2018-03-14,3298.666016,3304.979004,3287.355957,3291.382080,3291.382080,157500
2018-03-15,3277.513916,3297.097900,3273.200928,3291.112061,3291.112061,148600
2018-03-16,3290.208984,3300.564941,3269.282959,3269.882080,3269.882080,141200
2018-03-19,3264.927979,3280.566895,3251.047119,3279.251953,3279.251953,138000
2018-03-20,3257.218994,3292.573975,3252.433105,3290.639893,3290.639893,139900
2018-03-21,3299.730957,3314.208984,3268.877930,3280.951904,3280.951904,168400
2018-03-22,3281.264893,3288.797119,3242.761963,3263.479980,3263.479980,150400
2018-03-23,3172.771973,3188.235107,3110.664063,3152.760986,3152.760986,275500
2018-03-26,3117.319092,3134.275879,3091.458008,3133.721924,3133.721924,186400
2018-03-27,3164.798096,3172.778076,3143.570068,3166.648926,3166.648926,189100
2018-03-28,3130.571045,3165.212891,3117.533936,3122.290039,3122.290039,163500
2018-03-29,3127.262939,3174.509033,3098.247070,3160.531006,3160.531006,170300
2018-03-30,3161.785889,3177.720947,3152.888916,3168.896973,3168.896973,154600
2018-04-02,3169.779053,3192.340088,3159.986084,3163.178955,3163.178955,177700
2018-04-03,3130.012939,3144.332031,3119.132080,3136.633057,3136.633057,152200
2018-04-04,3147.049072,3163.340088,3128.866943,3131.111084,3131.111084,147000
2018-04-09,3125.441895,3146.093018,3110.302979,3138.293945,3138.293945,139600
2018-04-10,3144.257080,3190.648926,3139.081055,3190.322021,3190.322021,168200
2018-04-11,3197.372070,3220.844971,3191.586914,3208.082031,3208.082031,175900
2018-04-12,3203.278076,3205.251953,3177.049072,3180.157959,3180.157959,148200
2018-04-13,3192.041992,3197.895996,3155.506104,3159.052002,3159.052002,127600
2018-04-16,3152.887939,3153.105957,3096.100098,3110.648926,3110.648926,154400
2018-04-17,3112.975098,3118.760010,3064.028076,3066.797119,3066.797119,147200
2018-04-18,3091.909912,3096.888916,3041.625000,3091.398926,3091.398926,159300
2018-04-19,3094.273926,3127.438965,3090.287109,3117.375977,3117.375977,160100
2018-04-20,3105.461914,3111.170898,3065.920898,3071.542969,3071.542969,155100
2018-04-23,3063.443115,3085.056885,3045.937012,3068.011963,3068.011963,131700
2018-04-24,3069.746094,3136.040039,3069.746094,3128.927002,3128.927002,162300
2018-04-25,3112.397949,3122.907959,3107.000977,3117.974121,3117.974121,127300
2018-04-26,3119.496094,3121.933105,3067.928955,3075.030029,3075.030029,134000
2018-04-27,3082.415039,3088.034912,3049.914063,3082.231934,3082.231934,131200
2018-05-02,3087.408936,3097.604004,3064.762939,3081.177002,3081.177002,134200
2018-05-03,3074.517090,3105.659912,3056.156982,3100.858887,3100.858887,140000
2018-05-04,3093.116943,3104.093018,3086.784912,3091.032959,3091.032959,118700
2018-05-07,3094.898926,3136.835938,3091.657959,3136.645020,3136.645020,138900
2018-05-08,3135.295898,3169.700928,3134.062012,3161.498047,3161.498047,146900
2018-05-09,3160.137939,3165.373047,3145.656982,3159.149902,3159.149902,122600
2018-05-10,3169.050049,3176.137939,3155.532959,3174.413086,3174.413086,133000
2018-05-11,3179.797119,3180.756104,3162.211914,3163.262939,3163.262939,130700
2018-05-14,3167.041992,3183.815918,3163.476074,3174.031982,3174.031982,129300
2018-05-15,3180.425049,3192.806885,3164.518066,3192.117920,3192.117920,124500
